foerderungsnehmer;sendername;gefoerdertes_objekt;foerderungsart;kategorie;zugesagte_foerderung;jahr;antragstermin
"KRONEHIT Radio BetriebsgmbH.";KRONEHIT;"Programmberatung bei Edison Media Research";"Ausbildungsförderung HF";HF;"7290.00";2017;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Infoservice";"Inhalte- und Projektförderung TV";TV;"23210.00";2017;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Wochensendung";"Inhalte- und Projektförderung TV";TV;"80000.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Resonanz und strategische Weiterführung Life Radio Relaunch 2016/17";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"21457.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Regionale & nationale Nachrichten";"Inhalte- und Projektförderung HF";HF;"100000.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Professionelles Verkaufen im Crossmedialen Umfeld";"Ausbildungsförderung HF";HF;"5591.00";2017;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Moderations-Interaktionstraining für Frauen";"Ausbildungsförderung HF";HF;"2975.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Social Media Workshop";"Ausbildungsförderung HF";HF;"4200.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Neue Datenschutz Grundverordnung (DSGVO)";"Ausbildungsförderung HF";HF;"3150.00";2017;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Showprep-Training Morgenshow";"Ausbildungsförderung HF";HF;"2975.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Management Skills für konvergente Bearbeitung von Medienmärkten Teil 3";"Ausbildungsförderung HF";HF;"6281.10";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Die Life Radio Morgenshow";"Inhalte- und Projektförderung HF";HF;"70000.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten air check Schulungen";"Ausbildungsförderung HF";HF;"2100.00";2017;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten Schulung";"Ausbildungsförderung HF";HF;"1123.50";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten air check Schulungen";"Ausbildungsförderung HF";HF;"2100.00";2017;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Qualitative Morningshow-Forschung";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"7548.00";2017;"2"
"Livetunes Network GmbH";"Radio Lounge FM Kabel";Weltnachrichten;"Inhalte- und Projektförderung HF";HF;"34848.00";2017;"1"
"Livetunes Network GmbH";"Radio Lounge FM Kabel";"Pauschaliert - Branded Storytelling Basis";"Ausbildungsförderung HF";HF;"15000.00";2017;"1"
"Lokalradio Innsbruck GmbH";"Welle 1 Innsbruck";"Pauschalierung - Atem- Stimmtraining";"Ausbildungsförderung HF";HF;"8000.00";2017;"1"
"Lokalradio Innsbruck GmbH";"Welle 1 Innsbruck";"WELLE 1 Tirol & Radio 2.0.";"Ausbildungsförderung HF";HF;"2268.00";2017;"2"
"Lokalradio Innsbruck GmbH";"Welle 1 Innsbruck";"Welle 1 Innsbruck Morgensendung";"Inhalte- und Projektförderung HF";HF;"15000.00";2017;"1"
"LT1 Privatfernsehen GmbH";"LT1";"Dahoam in Oberösterreich";"Inhalte- und Projektförderung TV";TV;"7200.00";2017;"2"
"LT1 Privatfernsehen GmbH";"LT1";"LT1 Reichweiten- und Qualitätsstudie 2017";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"5000.00";2017;"2"
"LT1 Privatfernsehen GmbH";"LT1";"OBERÖSTERREICH AKTUELL";"Inhalte- und Projektförderung TV";TV;"175000.00";2017;"1"
"Ländle TV GmbH";"Ländle TV";"Reichweiten-, Image- und Programmanalyse, Kundenzufriedenheitsanalyse, Strategieentwicklungsprozess auf Basis der Ergebnisse";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"24225.00";2017;"1"
"Ländle TV GmbH";"Ländle TV";"Ländle TV Wochenmagazin";"Inhalte- und Projektförderung TV";TV;"100000.00";2017;"1"
"Ländle TV GmbH";"Ländle TV";"Ländle TV DER TAG";"Inhalte- und Projektförderung TV";TV;"15730.00";2017;"1"
"Ländle TV GmbH";"Ländle TV";"Mitarbeiterausbildung und Coaching";"Ausbildungsförderung TV";TV;"16450.00";2017;"1"
"Mag. Benjamin Mühlbacher, FilmUnlimited e.U.";donau_Kanal;donau_Kanal;"Inhalte- und Projektförderung TV";TV;"12000.00";2017;"2"
"Mag. Horst Gründler";"TV Mürz";"TV Mürz";"Inhalte- und Projektförderung TV";TV;"20000.00";2017;"1"
"Mag. Horst Gründler";"Radio Mürztal";"In den Tag mit Radio Mürztal";"Inhalte- und Projektförderung HF";HF;"15730.00";2017;"1"
"Medienwerkstatt Linz";MWL;"EinBlick, Splash TV";"Inhalte- und Projektförderung TV";TV;"2674.00";2017;"1"
"Medienwerkstatt Linz";MWL;"SCHOOL TV";"Inhalte- und Projektförderung TV";TV;"8938.00";2017;"1"
"Medienwerkstatt Linz";MWL;"EinBlick, EducationTV";"Inhalte- und Projektförderung TV";TV;"4208.00";2017;"1"
"Medienwerkstatt Linz";MWL;"EinBlick, Stille Helden";"Inhalte- und Projektförderung TV";TV;"3200.00";2017;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";Schlaudino;"Inhalte- und Projektförderung HF";HF;"10800.90";2017;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";Kindernachrichten;"Inhalte- und Projektförderung HF";HF;"49856.40";2017;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";"Atem-, Stimm- und Sprachcoaching";"Ausbildungsförderung HF";HF;"4971.00";2017;"2"
"Mein Kinderradio Ltd.";"Mein Kinderradio";"Ostern auf Mein Kinderradio";"Inhalte- und Projektförderung HF";HF;"8695.50";2017;"1"
"Mema Medien-Marketing GmbH";"MEMA TV";"NEWS AUS DEM MÜRZTAL";"Inhalte- und Projektförderung TV";TV;"35000.00";2017;"1"
"MMag. Elisabeth Keplinger-Radler (Mühlviertel TV)";"Mühlviertel TV";"Mühlviertel TV";"Inhalte- und Projektförderung TV";TV;"40000.00";2017;"1"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Sprechtraining mit Dorith Wilhelm - Die Stimme";"Ausbildungsförderung TV";TV;"662.00";2017;"1"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Montafon TV - Das Magazin";"Inhalte- und Projektförderung TV";TV;"31000.00";2017;"1"
"Montafonerbahn Aktiengesellschaft";"Montafon TV";"Das Leben auf der Alp 2";"Inhalte- und Projektförderung TV";TV;"20000.00";2017;"1"
"Murauer Stadtwerke Gesellschaft m.b.H.";MurauTV;MurauTV;"Inhalte- und Projektförderung TV";TV;"22935.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Salzburg";"ENERGY Nachrichten Salzburg";"Inhalte- und Projektförderung HF";HF;"8437.40";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Tirol";"Radiotest 1. HJ 2017";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"2600.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"ENERGY Nachrichten Wien";"Inhalte- und Projektförderung HF";HF;"36544.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Ausbildung zum zertifizierten Linux-Systemadministrator";"Ausbildungsförderung HF";HF;"1883.00";2017;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Stimm-, Sprech- und Atemcoaching";"Ausbildungsförderung HF";HF;"5443.20";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Ausbildung zum zertifizierten CompTIA Network+ Professional";"Ausbildungsförderung HF";HF;"1610.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Grundlagen der Linux Administration";"Ausbildungsförderung HF";HF;"630.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Stimm-, Sprech- und Atemcoaching";"Ausbildungsförderung HF";HF;"5443.00";2017;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Grundlagen der Linux Administration";"Ausbildungsförderung HF";HF;"630.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"ENERGY bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"21027.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Strategiestudie 2017";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"27000.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"ENERGY Morgenshow";"Inhalte- und Projektförderung HF";HF;"58037.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Programmieren mit Python";"Ausbildungsförderung HF";HF;"763.00";2017;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Tirol";"ENERGY Nachrichten Innsbruck";"Inhalte- und Projektförderung HF";HF;"8437.40";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"B2B  Professional Negotiation Training";"Ausbildungsförderung HF";HF;"5623.80";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Supervison und Coaching für Führungskräfte";"Ausbildungsförderung HF";HF;"1470.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Programmieren mit C# - Aufbau";"Ausbildungsförderung HF";HF;"2513.00";2017;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Ausbildung zum zertifizierten CompTIA Network+ Professional";"Ausbildungsförderung HF";HF;"1610.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Ausbildung zum MCSA: Windows 10";"Ausbildungsförderung HF";HF;"2093.00";2017;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Tirol";"Radiotest 2. HJ 2017";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"2600.00";2017;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Wien";"Programmieren mit C# - Basis";"Ausbildungsförderung HF";HF;"840.00";2017;"1"
"N1 Niederösterreich TV Fernseh GmbH";"N1";"N1 Regionalfernsehen Niederösterreich";"Inhalte- und Projektförderung TV";TV;"50000.00";2017;"1"
"oe24 GmbH";"OE24TV";Moderationsschulung;"Ausbildungsförderung TV";TV;"7350.00";2017;"2"
"P3-Kabel-News GmbH";"P3tv";"P3tv Magazin 2x pro Woche";"Inhalte- und Projektförderung TV";TV;"50000.00";2017;"1"
"P3-Kabel-News GmbH";"P3tv";"Europäische Union";"Inhalte- und Projektförderung TV";TV;"15000.00";2017;"1"
"P3-Kabel-News GmbH";"P3tv";"ZWEITE HEIMAT";"Inhalte- und Projektförderung TV";TV;"10000.00";2017;"1"
"PIWImedia GmbH";"HiWay-TV";"CLOSE UP";"Inhalte- und Projektförderung TV";TV;"5250.00";2017;"2"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV NEWS";"Inhalte- und Projektförderung TV";TV;"33654.00";2017;"1"
"PIWImedia GmbH";"HiWay-TV";"Sprechtechnik, Verfassen von Texten";"Ausbildungsförderung TV";TV;"6381.00";2017;"1"
"PIWImedia GmbH";"HiWay-TV";"Region im Fokus";"Inhalte- und Projektförderung TV";TV;"21405.00";2017;"1"
"Power of Earth Productions"" TV & Film Produktions Ges.m.b.H.";"Herzland TV";"Nachgefragt: Das Presseinterview";"Inhalte- und Projektförderung TV";TV;"15000.00";2017;"1"
"Power of Earth Productions"" TV & Film Produktions Ges.m.b.H.";"Herzland TV";"Die besten Kultur- Events im Land";"Inhalte- und Projektförderung TV";TV;"15000.00";2017;"1"
"Power of Earth Productions"" TV & Film Produktions Ges.m.b.H.";"Herzland TV";"Natur Pur: Preisgekrönte Dokus";"Inhalte- und Projektförderung TV";TV;"50000.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Moderatorencoaching;"Ausbildungsförderung TV";TV;"10830.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Aufsager- und Schaltentraining";"Ausbildungsförderung TV";TV;"3180.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Storytelling;"Ausbildungsförderung TV";TV;"6945.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Puls 4 Wahlsendungen 2017";"Inhalte- und Projektförderung TV";TV;"52482.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Pro und Contra - Der PULS 4 News-Talk";"Inhalte- und Projektförderung TV";TV;"270000.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Redaktionen ARD-ZDF";"Ausbildungsförderung TV";TV;"4620.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Café Puls";"Inhalte- und Projektförderung TV";TV;"130000.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Ausbildung Audio";"Ausbildungsförderung TV";TV;"4074.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Ausbildung Operations";"Ausbildungsförderung TV";TV;"16678.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Broadcast;"Ausbildungsförderung TV";TV;"8526.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"PULS 4 News";"Inhalte- und Projektförderung TV";TV;"1190000.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Texten;"Ausbildungsförderung TV";TV;"3780.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Sprechtraining;"Ausbildungsförderung TV";TV;"7762.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";NewsOnVideo;"Ausbildungsförderung TV";TV;"1710.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Ausbildung Broadcast & IT";"Ausbildungsförderung TV";TV;"6093.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Moderatorencoaching;"Ausbildungsförderung TV";TV;"8887.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";Storytelling;"Ausbildungsförderung TV";TV;"3525.00";2017;"2"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Ausbildung - NewsOnVideo";"Ausbildungsförderung TV";TV;"3420.00";2017;"1"
"PULS 4 TV GmbH & Co KG";"PULS 4";"Bist Du deppert! Steuerverschwendung und andere Frechheiten";"Inhalte- und Projektförderung TV";TV;"240000.00";2017;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich";"R9 ÖsterreichNachrichten";"Inhalte- und Projektförderung TV";TV;"240000.00";2017;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich";"Reichweitenentwicklung & Seherstruktur R9";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"18352.00";2017;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich";"TV Journalismus";"Ausbildungsförderung TV";TV;"11000.00";2017;"2"
"RADIO ALPINA Media KG";"Radio Alpina";"RADIO Alpina NACHRICHTEN und Wetter";"Inhalte- und Projektförderung HF";HF;"23144.00";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Redaktions- und Moderatorentraining und -coaching";"Ausbildungsförderung HF";HF;"4704.00";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Weiterführendes Sprechtraining für Moderatorinnen und Moderatoren";"Ausbildungsförderung HF";HF;"1050.00";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"91954.86";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Die Manuel Winkler-Show";"Inhalte- und Projektförderung HF";HF;"20000.00";2017;"2"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Aus- und Weiterbildung von Radiomoderatorinnen und -moderatoren";"Ausbildungsförderung HF";HF;"12938.80";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";Sprechtraining;"Ausbildungsförderung HF";HF;"3150.00";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Welt- und Österreichnachrichten";"Inhalte- und Projektförderung HF";HF;"74819.00";2017;"1"
"Radio Arabella GmbH";"Radio Arabella 92,9";"Morningshow - Joey & Sophie am Morgen";"Inhalte- und Projektförderung HF";HF;"30000.00";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich Aktuell";"Inhalte- und Projektförderung HF";HF;"29492.42";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich - Verkaufstraining BF";"Ausbildungsförderung HF";HF;"3513.51";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Live Wettershow";"Inhalte- und Projektförderung HF";HF;"8305.38";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Niederösterreich - Nachrichtenschulung";"Ausbildungsförderung HF";HF;"5544.00";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";Programmschulung;"Ausbildungsförderung HF";HF;"4367.44";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Sommertour 2017";"Inhalte- und Projektförderung HF";HF;"5771.00";2017;"2"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Studiostunde";"Inhalte- und Projektförderung HF";HF;"4175.71";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella - Hilfsbereites Niederösterreich";"Inhalte- und Projektförderung HF";HF;"6247.26";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Radio Arabella Veranstaltungskalender";"Inhalte- und Projektförderung HF";HF;"3438.65";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Sprechtraining 2017";"Ausbildungsförderung HF";HF;"2360.85";2017;"1"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"Verkaufstraining Target Group";"Ausbildungsförderung HF";HF;"9940.00";2017;"2"
"Radio Arabella Niederösterreich GmbH & Co KG";"Radio Arabella Niederösterreich";"RAN Lokalnachrichten";"Inhalte- und Projektförderung HF";HF;"16309.61";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"36750.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Hitnachmittag";"Inhalte- und Projektförderung HF";HF;"5508.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Workshop/Consulting und Airchecks";"Ausbildungsförderung HF";HF;"6765.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Schulung Radioausspielsoftware Zenon und CRM";"Ausbildungsförderung HF";HF;"3997.00";2017;"2"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"19824.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"... zu Gast bei Radio Arabella";"Inhalte- und Projektförderung HF";HF;"9422.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Sternenshow";"Inhalte- und Projektförderung HF";HF;"7257.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Kundenmanagement Neukunden & Bestandskunden - Unternehmensbegleitung 2017";"Ausbildungsförderung HF";HF;"12355.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Fahrtechniktraining Einzel- und in der Gruppe";"Ausbildungsförderung HF";HF;"1540.00";2017;"2"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Daxbacher - der gute Morgen für Oberösterreich";"Inhalte- und Projektförderung HF";HF;"30003.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Weiterführendes Sprechtraining für ModeratorInnen & RedakteurInnen";"Ausbildungsförderung HF";HF;"2395.40";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Hitparade meines Lebens";"Inhalte- und Projektförderung HF";HF;"3659.00";2017;"1"
"Radio Arabella Oberösterreich GmbH & Co KG";"Radio Arabella Oberösterreich";"Radio Arabella Veranstaltungskalender";"Inhalte- und Projektförderung HF";HF;"3140.00";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"Workshop""Verkaufen für Medienprofis-Follow Up";"Ausbildungsförderung HF";HF;"5957.00";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"Von 3 bis frei  das Drivetime-Infomagazin";"Inhalte- und Projektförderung HF";HF;"48562.17";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"3 in One";"Ausbildungsförderung HF";HF;"9506.00";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"Erfolgsfaktor: Authentizität";"Ausbildungsförderung HF";HF;"11340.00";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"Die 88.6 Morgenshow";"Inhalte- und Projektförderung HF";HF;"134577.00";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"88.6 Aktuell";"Inhalte- und Projektförderung HF";HF;"96056.33";2017;"1"
"Radio Eins Privatradio GmbH";"88.6 Der Musiksender";"88.6 Extra";"Inhalte- und Projektförderung HF";HF;"6113.00";2017;"2"
"Radio Grün Weiß GmbH";RGW;Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"16878.84";2017;"1"
"Radio Grün Weiß GmbH";RGW;"Jump - Musik, Infos, Trends für die Obersteiermark";"Inhalte- und Projektförderung HF";HF;"7519.00";2017;"2"
"Radio Grün Weiß GmbH";RGW;Morgenwelle;"Inhalte- und Projektförderung HF";HF;"39600.75";2017;"1"
"Radio Grün Weiß GmbH";RGW;"Wunschradio Spezial - Der Sonntagstalk auf RGW";"Inhalte- und Projektförderung HF";HF;"11797.85";2017;"1"
"Radio Grün Weiß GmbH";RGW;Sportstudio;"Inhalte- und Projektförderung HF";HF;"8757.00";2017;"2"
"Radio Grün Weiß GmbH";RGW;"Aus- und Weiterbildung";"Ausbildungsförderung HF";HF;"9105.04";2017;"1"
"Radio Grün Weiß GmbH";RGW;"Lebenswerte Heimat - Obersteirische Vielfalt";"Inhalte- und Projektförderung HF";HF;"29354.10";2017;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation individuelles Training";"Ausbildungsförderung HF";HF;"6123.60";2017;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation individuelles Training Teil 2";"Ausbildungsförderung HF";HF;"6123.60";2017;"1"
